name,rtg,oil_water,fish_type,country,brand,salt,sugar,sauce,boneless,skinless,pieces,size_g,size_oz,smoked,grilled,citrus,garlic,chili_pepper,tomato,dairy,gluten,organic,kosher_cert,servings,sodium_per_serving,rda_sodium
Don Gastronom Octopus in Spiced Sunflower Oil,12,Sunflower Oil,octopus,Spain,Don Gastronom,Yes,No,Spiced/Spicy,,,Unstated,110,3.8,No,No,No,No,No,No,No,No,No,None,1,330,15
Don Gastronom Razor Clams in Brine 6/8,14,Water,razor clam,Spain,Don Gastronom,Yes,No,None,,,6/8,110,3.8,No,No,No,No,No,No,No,No,No,None,1,370,15
Don Gastronom Small Sardines in Olive Oil 10/12,8,Olive Oil,sardines,Spain,Don Gastronom,Yes,No,None,No,No,10/12,120,4.23,No,No,No,No,No,No,No,No,No,None,1,490,20
Don Gastronom Squid Pieces in Ink Sauce,5.5,Sunflower Oil,squid,Spain,Don Gastronom,Yes,No,Ink,,,Unstated,110,3.8,No,No,No,No,No,No,No,No,No,None,1,300,15
Don Gastronom Whole Stuffed Squids in Ink Sauce 4/6,13.5,Sunflower Oil,squid,Spain,Don Gastronom,Yes,No,Ink,,,4/6,110,3.8,No,No,No,No,No,No,No,No,No,None,1,300,15
Don Gastronom Yellowfin Tuna Loin in Olive Oil,10.75,Olive Oil,tuna,Spain,Don Gastronom,Yes,No,None,,,,110,3.8,No,No,No,No,No,No,No,No,No,None,1,224,8
Don Gastronom Yellowfin Tuna Ventresca in Olive Oil,14.5,Olive Oil,tuna,Spain,Don Gastronom,Yes,No,None,,,,110,3.8,No,No,No,No,No,No,No,No,No,None,1,224,8
Eagle Coin Fried Dace,6.5,Soybean Oil,dace,China,Eagle Coin,Yes,Yes,Soy Sauce,,,,180,6.3,No,No,No,No,No,No,No,Yes,No,None,3,360,16
Eagle Coin Fried Dace with Dried Bean Curd,6.5,Soybean Oil,dace,China,Eagle Coin,Yes,Yes,Bean curd,,,,180,6.3,No,No,No,No,No,No,No,Yes,No,None,3.5,200,9
Eagle Coin Fried Dace with Preserved Vegetables,6.5,Soybean Oil,dace,China,Eagle Coin,Yes,Yes,Vegetables,,,,180,6.3,No,No,No,No,No,No,No,Yes,No,None,3,330,
Eagle Coin Fried Dace with Salted Black Bean,6.5,Soybean Oil,dace,China,Eagle Coin,Yes,Yes,Black Beans,,,,180,6.3,No,No,No,No,No,No,No,Yes,No,None,3,530,23
Eco Food Armenia Sturgeon in Water,12,Water,sturgeon,Armenia,Eco Food Armenia,Yes,No,None,No,No,Unstated,240,8.47,No,No,No,No,No,No,No,No,No,None,?,?,?
"Eco Food Armenia Sturgeon Liver, Natural (in water)",12,Water,sturgeon,Armenia,Eco Food Armenia,Yes,No,None,,,Unstated,240,8.47,No,No,No,No,No,No,No,No,No,None,?,?,?
Ekone Oyster Company Habanero Smoked Oysters,13,Sunflower Oil,oyster,USA,Ekone,Yes,Yes,None,,,Unstated,85,3.0,Yes,No,No,Yes,Yes,Yes,No,No,Yes,None,?,?,?
Ekone Oyster Company Lemon Pepper Smoked Oysters,13,Sunflower Oil,oyster,USA,Ekone,Yes,Yes,None,,,Unstated,85,3.0,Yes,No,Yes,Yes,No,No,No,No,Yes,None,?,?,?
Ekone Oyster Company Original Smoked Oysters,13,Sunflower Oil,oyster,USA,Ekone,Yes,Yes,None,,,Unstated,85,3.0,Yes,No,No,Yes,No,No,No,No,Yes,None,?,?,?
El Capricho Anchovy Fillets in Extra Virgin Olive Oil,35,Extra Virgin Olive Oil,anchovy,Spain,El Capricho,Yes,No,None,Yes,Yes,Unstated,95,,No,No,No,No,No,No,No,No,No,None,3,438,19
"El Capricho Anchovy Fillets in Extra Virgin Olive Oil, L+ (10 Fillets)",32,Extra Virgin Olive Oil,anchovy,Spain,El Capricho,Yes,No,None,Yes,Yes,Unstated,95,,No,No,No,No,No,No,No,No,No,None,2,438,19
El Capricho Anchovy Fillets in Olive Oil,21,Olive Oil,anchovy,Spain,El Capricho,Yes,No,None,Yes,Yes,Unstated,50,1.76,No,No,No,No,No,No,No,No,No,None,2,438,19
El Capricho Anchovy Fillets in Sunflower Oil,21,Sunflower Oil,anchovy,Spain,El Capricho,Yes,No,None,Yes,Yes,Unstated,50,1.76,No,No,No,No,No,No,No,No,No,None,2,438,19
El Capricho Atun Rojo Salvaje (Bluefin Tuna) in Extra Virgin Olive Oil,26,Extra Virgin Olive Oil,tuna,Spain,El Capricho,Yes,No,None,Yes,Yes,,110,3.88,No,No,No,No,No,No,No,No,No,None,2,79,3
El Capricho Bonito del Norte Fillets in EVOO,26,Extra Virgin Olive Oil,tuna,Spain,El Capricho,Yes,No,None,,,,210,7.41,No,No,No,No,No,No,No,No,No,None,3,121,5
El Capricho Laminas Bonito del Norte (Albacore slices),21.5,Sunflower Oil,tuna,Spain,El Capricho,Yes,No,None,,,,110,3.88,No,No,No,No,No,No,No,No,No,None,1.5,121,5
El Capricho SalMŭria,35,Anchovy Extract,anchovy,Spain,El Capricho,Yes,No,Anchovy Extract,,,,99.2,,No,No,No,No,No,No,No,No,No,None,,,
El Capricho Sturgeon in EVOO,28.5,Extra Virgin Olive Oil,sturgeon,Spain,El Capricho,Yes,No,None,Yes,Yes,,110,3.88,No,No,No,No,No,No,No,No,No,None,2,209,9
El Capricho Ventresca de Atun Yellowfin in Extra Virgin Olive Oil,26,Extra Virgin Olive Oil,tuna,Spain,El Capricho,Yes,No,None,,,,115,4.0,No,No,No,No,No,No,No,No,No,None,1.5,143,6
El Capricho Ventresca de Bonito del Norte,35,Sunflower Oil,tuna,Spain,El Capricho,Yes,No,None,,,,110,3.88,No,No,No,No,No,No,No,No,No,None,1.5,143,6
Espinaler Baby Sardines in Olive Oil 14/16,9.5,Olive Oil,sardines,Spain,Espinaler,Yes,No,None,No,No,14/16,115,4.0,No,No,No,No,No,No,No,No,No,None,1,434,18
"Espinaler Baby Sardines in Olive Oil 20/25, Premium Line",11.5,Olive Oil,sardines,Spain,Espinaler,Yes,No,None,No,No,20/25,115,4.0,No,No,No,No,No,No,No,No,No,None,1,434,18
Espinaler Baby Sardines in Spicy Olive Oil 10/12,8,Olive Oil,sardines,Spain,Espinaler,Yes,No,Spiced/Spicy,No,No,10/12,115,4.0,No,No,No,No,Yes,No,No,No,No,None,1,434,18
Espinaler Baby Squid in Olive Oil,15.5,Olive Oil,squid,Spain,Espinaler,Yes,No,None,,,Unstated,120,4.0,No,No,No,No,No,No,No,No,No,None,2.5,430,18
Espinaler Baby Squid in Spicy Olive Oil,15.5,Olive Oil,squid,Spain,Espinaler,Yes,No,Spiced/Spicy,,,Unstated,110,4.0,No,No,No,Yes,Yes,No,No,No,No,None,1,311,13
"Espinaler Baby Squids in Olive Oil 6/8, Premium Line (chipirones en aceite de oliva)",22,Olive Oil,squid,Spain,Espinaler,Yes,No,None,,,6/8,115,4.0,No,No,No,No,No,No,No,No,No,None,1,294,12
"Espinaler Bonito del Norte (White Tuna) in Olive Oil, Classic Line",12.5,Olive Oil,tuna,Spain,Espinaler,Yes,No,None,,,,120,4.0,No,No,No,No,No,No,No,No,No,None,2,220,9
Espinaler Bonito del Norte in Escabeche,12,Olive Oil,tuna,Spain,Espinaler,Yes,No,Escabeche,,,,112,4.0,No,No,No,No,No,No,No,No,No,None,2,160,7
Espinaler Clams in Brine 15/20,12,Water,clams,Spain,Espinaler,Yes,No,None,,,15/20,115,4.0,No,No,No,No,No,No,No,No,No,None,2,550,23
"Espinaler Cockles in Brine, Premium Line, 30/35",38.5,Water,cockles,Spain,Espinaler,Yes,No,None,,,30/35,115,4.0,No,No,No,No,No,No,No,No,No,None,2,400,19
Espinaler Mussels in Escabeche (Mejillones in Escabeche) 8/10,12,Sunflower Oil,mussels,Spain,Espinaler,Yes,No,Escabeche,,,8/10,115,4.0,No,No,No,No,No,No,No,No,No,None,2.5,250,10
"Espinaler Mussels in Escabeche, Premium Line, 6/8",24,Sunflower Oil,mussels,Spain,Espinaler,Yes,No,Escabeche,,,6/8,115,4.0,No,No,No,No,No,No,No,No,No,None,1,550,23
Espinaler Mussels in Pickled Sauce (Mejillones in Escabeche),7.5,Sunflower Oil,mussels,Spain,Espinaler,Yes,No,Escabeche,,,13/18,115,4.0,No,No,No,No,No,No,No,No,No,None,2,190,8
Espinaler Mussels in Spicy Escabeche (Mejillones en Escabeche Picante),7.5,Sunflower Oil,mussels,Spain,Espinaler,Yes,No,Spiced/Spicy Escabeche,,,Unstated,115,4.0,No,No,No,No,Yes,No,No,No,No,None,1,250,10
Espinaler Octopus in Olive Oil,28,Olive Oil,octopus,Spain,Espinaler,Yes,No,None,,,Unstated,111,4.0,No,No,No,No,No,No,No,No,No,None,1,332,13.8
Espinaler Razor Clams (Trimmed) 4/6 Classic Line,13,Water,razor clam,Spain,Espinaler,Yes,No,None,,,4/6,110,4.0,No,No,No,No,No,No,No,No,No,None,1,726,32
"Espinaler Razor Clams 5/7 Premium Line, Sálvora Island",40,Water,razor clam,Spain,Espinaler,Yes,No,None,,,5/7,120,4.0,No,No,No,No,No,No,No,No,No,None,1,320,15
Espinaler Razor Clams in Brine 5/8 Classic Line,20.5,Water,razor clam,Spain,Espinaler,Yes,No,None,,,5/8,120,4.0,No,No,No,No,No,No,No,No,No,None,1,378,15.8
Espinaler Scallops in Galician Sauce,11,Sunflower Oil,scallops,Spain,Espinaler,Yes,No,Galician,,,Unstated,110,4.0,No,No,No,No,No,Yes,No,No,No,None,1,543,22.6
"Espinaler Spicy Baby Eels in Olive Oil, Premium Line",61,Olive Oil,eel,Spain,Espinaler,Yes,No,Spiced/Spicy,,,,115,4.0,No,No,No,Yes,Yes,No,No,No,No,None,1,320,14
Espinaler Ventresca Bonito del Norte,22.5,Olive Oil,tuna,Spain,Espinaler,Yes,No,None,,,,110,4.0,No,No,No,No,No,No,No,No,No,None,2.5,431,18
Espinaler Ventresca Bonito del Norte (Albacore Belly),38,Olive Oil,tuna,Spain,Espinaler,Yes,No,None,,,,112,4.0,No,No,No,No,No,No,No,No,No,None,2,220,9
Espinaler Ventresca Yellowfin Tuna,16,Olive Oil,tuna,Spain,Espinaler,Yes,No,None,,,,110,4.0,No,No,No,No,No,No,No,No,No,None,1,193,8
Fangst Smoked Herring w/ White Pepper & Ramps (Sild No. 1 Norwegian Sea herring),11,Rapeseed Oil,herring,Denmark,Fangst,Yes,No,"Ramps, White Pepper",Yes,No,,110,3.9,Yes,No,No,No,No,No,No,No,No,None,1,,
"Fangst Blåmusling No. 1, Limfjord Blue Mussels Marinated w/ Dill and Fennel Seeds in Cold Pressed Rapeseed (Canola) Oil",12,Rapeseed Oil,mussels,Denmark,Fangst,Yes,No,"Cider Vinegar, Dill, Fennel Seeds",,,Unstated,110,3.9,No,No,No,No,No,No,No,No,No,None,1.1,1600,?
"Fangst Blåmusling No. 2, Limfjord Blue Mussels Smoked in Cold Pressed Rapeseed (Canola) Oil",12,Rapeseed Oil,mussels,Denmark,Fangst,Yes,No,None,,,Unstated,110,3.9,Yes,No,No,No,No,No,No,No,No,None,1.1,1500,?
"Fangst Danish Freshwater Trout Smoked, with Juniper and Lemon Thyme",12,Rapeseed Oil,trout,Denmark,Fangst,Yes,No,"Juniper, Lemon Thyme",Yes,No,Unstated,110,3.9,Yes,No,No,No,No,No,No,No,No,None,1.1,1800,?
Fangst Færøsk Laks (Faroe Islands Salmon) Flash Grilled in Cold Pressed Rapeseed (Canola) Oil,12,Rapeseed Oil,salmon,Denmark,Fangst,Yes,No,None,Yes,Yes,Unstated,110,3.9,No,Yes,No,No,No,No,No,No,No,None,1.1,900,?
Fangst Færøsk Laks (Faroe Islands Salmon) w/ Sea Buckthorn & Lemon Verbena,12,Rapeseed OIl,salmon,Denmark,Fangst,Yes,No,"Sea Buckthorn, Lemon Verbena",Yes,,,110,3.9,No,Yes,Yes,No,No,No,No,No,No,None,1,400,
Fangst Limfjord Hjertemusling (Cockles) in Cold Pressed Rapeseed (Canola) Oil,13.5,Rapeseed,cockles,Denmark,Fangst,Yes,No,None,,,Unstated,110,3.9,No,No,No,No,No,No,No,No,No,None,1,1200,
"Fangst Sprat no. 1 (Smoked, with Heather & Chamomile) Baltic Sea",9.5,Rapeseed,sprats,Latvia,Fangst,Yes,No,"Chamomile, Heather",No,No,Unstated,100,3.5,Yes,No,No,No,No,No,No,No,No,None,1,1400,?
Fangst Sprat no. 2 (Smoked) Baltic Sea,9.5,Rapeseed,sprats,Latvia,Fangst,Yes,No,None,No,No,Unstated,100,3.5,Yes,No,No,No,No,No,No,No,No,None,1,1400,?
Fangst Sprat no. 4 (Allspice & Clove) Baltic Sea,9.5,Rapeseed,sprats,Latvia,Fangst,Yes,No,"Allspice, Cloves",No,No,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,None,1,1400,?
Ferrigno La Bonne Mer Anchovies in Organic Extra Virgin Olive Oil,7,"Extra Virgin Olive Oil, Organic",anchovy,France,Ferrigno,Yes,No,None,No,No,Unstated,69,2.43,No,No,No,No,No,No,No,No,Yes,None,?,1200,?
Ferrigno La Bonne Mer Fisherman's Anchovies,7,"Extra Virgin Olive Oil, Organic",anchovy,France,Ferrigno,Yes,No,"Lemon, Garlic, Parsley",No,No,Unstated,69,2.43,No,No,Yes,Yes,No,No,No,No,Yes,None,?,1200,?
Ferrigno La Bonne Mer Fisherman's Sardines,7,"Extra Virgin Olive Oil, Organic",sardines,France,Ferrigno,Yes,No,"Lemon, Garlic, Parsley",No,No,Unstated,135,4.76,No,No,Yes,Yes,No,No,No,No,Yes,None,?,850,?
Ferrigno La Bonne Mer Lisettes (Small Whole Mackerel) in Organic Extra Virgin Olive Oil,7.5,"Extra Virgin Olive Oil, Organic",mackerel,France,Ferrigno,Yes,No,None,No,No,Unstated,135,4.76,No,No,No,No,No,No,No,No,Yes,None,?,210,?
Ferrigno La Bonne Mer Mixed Seafood (Méli-mélo) in Organic Extra Virgin Olive Oil with Aromatics and Spices,9,"Extra Virgin Olive Oil, Organic",sardines,France,Ferrigno,Yes,No,"Onion, Garlic, Parsley, Piment d'Espelette",No,No,Unstated,100,3.52,No,No,No,Yes,No,No,No,No,Yes,None,1,1200,?
"Ferrigno La Bonne Mer Mussels with Organic Olive Oil, Garlic and Parsley",8.5,"Extra Virgin Olive Oil, Organic",mussels,France,Ferrigno,Yes,No,"Garlic, Parsley",,,Unstated,100,3.52,No,No,No,Yes,No,No,No,No,Yes,None,1,1200,?
Ferrigno La Bonne Mer Sardines à l'escabèche (Sardines in Escabeche),7,Sunflower Oil,sardines,France,Ferrigno,Yes,No,Escabeche,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,?,830,?
"Ferrigno La Bonne Mer Sardines à la Bastiaise (w/ Lemon, Garlic and Parsley)",7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,No,"Lemon, Garlic, Parsley",No,No,Unstated,115,4.0,No,No,Yes,Yes,No,No,No,No,No,None,?,850,?
"Ferrigno La Bonne Mer Sardines à la Brousse (with Whey Cheese, Tomato, and Herbs)",7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,No,"Cheese, Tomato",No,No,Unstated,115,4.0,No,No,No,No,No,Yes,Yes,No,No,None,?,880,?
Ferrigno La Bonne Mer Sardines à la Camarguaise (w/ Chorizo sausage),7,Sunflower Oil,sardines,France,Ferrigno,Yes,No,Chorizo sausage,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,?,850,?
"Ferrigno La Bonne Mer Sardines à la Niçoise (w/ Peppers, Onions, Garlic)",7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,No,"Peppers, Onion, Garlic",No,No,Unstated,115,4.0,No,No,No,Yes,Yes,No,No,No,No,None,?,850,?
Ferrigno La Bonne Mer Sardines à la Ratatouille,7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,No,"Ratatouille (Tomato, Onion, Pepper, Eggplant, Zucchini)",No,No,Unstated,115,4.0,No,No,No,No,No,Yes,No,No,No,None,?,720,?
"Ferrigno La Bonne Mer Sardines à la Tapenade (Black Olives, Anchovies, Capers)",7,"Extra Virgin Olive Oil, Sunflower Oil",sardines,France,Ferrigno,Yes,No,"Tapenade (Black Olives, Anchovies, Capers)",No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,?,1510,?
"Ferrigno La Bonne Mer Sardines à la Tropezienne (w/ Tomato, Caper, Olive)",7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,Yes,"Tomato, Caper, Olive",No,No,Unstated,115,4.0,No,No,No,No,No,Yes,No,No,No,None,?,880,?
Ferrigno La Bonne Mer Sardines au Citron Confit (w/ Preserved Lemon and Green Olives),7,Sunflower Oil,sardines,France,Ferrigno,Yes,No,"Preserved Lemon, Olives",No,No,Unstated,115,4.0,No,No,Yes,No,No,No,No,No,No,None,?,850,?
Ferrigno La Bonne Mer Sardines aux Figatelli (Liver and Pork Sausage),7,Sunflower Oil,sardines,France,Ferrigno,Yes,Yes,Figatelli sausage,No,No,Unstated,115,4.0,No,No,No,No,No,No,Yes,No,No,None,?,1100,?
Ferrigno La Bonne Mer Sardines in Butter with Fleur de Sel from Camargue,8,Butter,sardines,France,Ferrigno,Yes,No,Fleur de Sel,No,No,Unstated,115,4.0,No,No,No,No,No,No,Yes,No,No,None,?,800,?
Ferrigno La Bonne Mer Sardines in Butter with Persillade (Garlic and Parsley),8,Butter,sardines,France,Ferrigno,Yes,No,"Garlic, Parsley",No,No,Unstated,115,4.0,No,No,No,Yes,No,No,Yes,No,No,None,?,800,?
Ferrigno La Bonne Mer Sardines in Butter with Thyme de Provence,8,Butter,sardines,France,Ferrigno,Yes,No,Thyme de Provence,No,No,Unstated,115,4.0,No,No,No,No,No,No,Yes,No,No,None,?,800,?
Ferrigno La Bonne Mer Sardines in Extra Virgin Olive Oil and Fleur de Sel,7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,No,Fleur de Sel,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,?,850,?
Ferrigno La Bonne Mer Squid Pieces in Organic Provencal Sauce,8.5,"Extra Virgin Olive Oil, Organic",squid,France,Ferrigno,Yes,No,Tomato,,,Unstated,100,3.52,No,No,No,No,No,Yes,No,No,Yes,None,1,1800,?
Ferrigno La Bonne Mer Wild Salmon in Water,8.5,Spring water,salmon,France,Ferrigno,Yes,No,None,Yes,Yes,,115,4.0,No,No,No,No,No,No,No,No,No,None,?,?,
Ferrigno Les Belles de Marseille Les Pitchounettes (Small Sardines) in Extra Virgin Olive Oil,7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,?,850,?
Ferrigno Les Belles de Marseille Mackerel Fillets in Extra Virgin Olive Oil,7,Extra Virgin Olive Oil,mackerel,France,Ferrigno,Yes,No,None,Yes,Yes,Unstated,125,4.4,No,No,No,No,No,No,No,No,No,None,?,1040,?
Ferrigno Les Belles de Marseille Mackerel Fillets with Pastis,7,Extra Virgin Olive Oil,mackerel,France,Ferrigno,Yes,No,Pastis (Anise flavored liquer),Yes,Yes,Unstated,125,4.4,No,No,No,No,No,No,No,No,No,None,?,1040,?
Ferrigno Les Belles de Marseille Mackerel Fillets with Pepper and Chili,7,Extra Virgin Olive Oil,mackerel,France,Ferrigno,Yes,No,Spiced/Spicy,Yes,Yes,Unstated,125,4.4,No,No,No,No,Yes,No,No,No,No,None,?,1040,?
Ferrigno Les Belles de Marseille Sardines à l’huile d’olive vierge extra (Sardines in Extra Virgin Olive Oil),7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,?,850,?
Ferrigno Les Belles de Marseille Sardines au Pastis,7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,No,Pastis (Anise flavored liquer),No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,?,850,?
"Ferrigno Les Belles de Marseille Sardines au Pescadou (Stewed in Lemon, Garlic, Parsley)",7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,No,"Lemon, Garlic, Parsley",No,No,Unstated,115,4.0,No,No,Yes,Yes,No,No,No,No,No,None,?,850,?
Ferrigno Les Belles de Marseille Vintage Sardines (2016),7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,?,850,?
Ferrigno Les Belles de Marseille Vintage Sardines (2017),7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,No,None,No,No,Unstated,115,5.0,No,No,No,No,No,No,No,No,No,None,?,851,?
Ferrigno Les Belles de Marseille Vintage Sardines (2018),7,Extra Virgin Olive Oil,sardines,France,Ferrigno,Yes,No,None,No,No,Unstated,115,6.0,No,No,No,No,No,No,No,No,No,None,?,852,?
Flower Moroccan Sardines in Tomato Sauce,3.5,Soybean Oil,sardines,Morocco,Flower,Yes,No,Tomato,No,No,Unstated,124,4.38,No,No,No,No,No,Yes,No,No,No,None,1,500,22
Flower Moroccan Spiced Sardines,3.5,Olive Oil,sardines,Morocco,Flower,Yes,No,"Spiced/Spicy Chili Pepper, Cucumber, Carrot",No,No,Unstated,124,4.38,No,No,No,No,Yes,No,No,No,No,None,1,500,22
Groix & Nature Crab Rillettes,10.5,None,crab,France,Groix & Nature,Yes,No,None,,,,100,3.5,No,No,No,No,No,No,Yes,Yes,No,None,2,230,9
Groix & Nature Indian Tuna Rillettes,10,None,tuna,France,Groix & Nature,Yes,No,"liquid cream, pollock, water, wheat flour, milk proteins and lactose, salt, curry (coriander, turmeric, mustard, chickpea flour, dehydrated onion, paprika, nutmeg, cumin, black pepper, chilli, garlic, fenugreek, fennel, cloves, cardamom, salt), shallots, garlic, Espelette pepper",,,,100,3.5,No,No,No,Yes,Yes,No,Yes,Yes,No,None,,,
Groix & Nature Lobster Oil,22,Grapeseed Oil,lobster,France,Groix & Nature,Yes,No,Lobster Oil,,,,100ml,3.38,No,No,No,Yes,No,No,No,No,No,None,7,0,
Groix & Nature Lobster Rillettes with Kari Gosse,16.5,Butter,lobster,France,Groix & Nature,Yes,No,None,,,,100,3.5,No,No,No,Yes,No,No,Yes,Yes,No,None,2,240,10
Groix & Nature Salmon Rillettes,10.5,None,salmon,France,Groix & Nature,Yes,No,None,,,,100,3.5,No,No,No,No,No,No,Yes,Yes,No,None,2,180,8
Groix & Nature Sardine Rillettes with Piment d'Espelette,9.5,Olive Oil,sardines,France,Groix & Nature,Yes,No,Piment d'Espelette,,,,100,3.5,No,No,No,No,No,No,Yes,Yes,No,None,2,170,7
Groix & Nature Sardines in Extra Virgin Olive Oil,11.5,Extra Virgin Olive Oil,sardines,France,Groix & Nature,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,1,1000,?
Groix & Nature Sardines with Lobster Oil,15.5,Grapeseed Oil,sardines,France,Groix & Nature,Yes,No,"Lobster, shallots, carrot, garlic",No,No,Unstated,115,4.0,No,No,No,Yes,No,No,No,No,No,None,2,35,?
Groix & Nature Sardines with Seaweed Oil,15,Grapeseed Oil,sardines,France,Groix & Nature,Yes,No,Seaweed,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,Maybe,No,None,1.5,150,?
Groix & Nature Scallop Rillettes,12.5,None,scallops,France,Groix & Nature,Yes,No,None,,,,100,3.5,No,No,No,No,No,No,Yes,Yes,No,None,2,230,9
Groix & Nature Smoked Mackerel Rillettes,8.5,None,mackerel,France,Groix & Nature,Yes,No,None,,,,100,3.5,Yes,No,No,No,No,No,Yes,Yes,No,None,2,250,10
Groix & Nature Mackerel Rillettes with Sichuan Pepper,9,"Water, Cream",mackerel,France,Groix & Nature,Yes,No,Sichuan Pepper,,,,100,3.5,No,No,No,Yes,No,No,Yes,Yes,No,None,2,,
Groix & Nature Trout Rillettes from Brittany,10,None,trout,France,Groix & Nature,Yes,No,None,,,,100,3.5,No,No,No,No,No,No,Yes,Yes,No,None,2,210,9
Groix & Nature White Tuna Rillettes,10.5,None,tuna,France,Groix & Nature,Yes,No,None,,,,100,3.5,No,No,No,Yes,No,No,Yes,Yes,No,None,2,160,7
Güeyu Mar Chargrilled Albacore Tuna Pâté,15,Extra Virgin Olive Oil,tuna,Spain,Güeyu Mar,Yes,No,None,,,,68,2.4,No,Yes,No,No,No,No,No,No,No,None,3,500,22
Güeyu Mar Chargrilled Bluefin Tuna Pâté,15,Extra Virgin Olive Oil,tuna,Spain,Güeyu Mar,Yes,No,None,,,,68,2.4,No, Yes,No,No,No,No,No,No,No,None,4,420,18
Güeyu Mar Chargrilled Bonito del Norte (Bonito a la Brasa),26,Extra Virgin Olive Oil,tuna,Spain,Güeyu Mar,Yes,No,None,,,,150,5.3,No,Yes,No,No,No,No,No,No,No,None,1,340,15
Güeyu Mar Chargrilled Medium Mussels 14-16 (Mejillones a la Brasa),21,Extra Virgin Olive Oil,mussels,Spain,Güeyu Mar,Yes,No,Escabeche,,,14/16,150,5.29,No,Yes,No,No,No,No,No,No,No,None,1,510,22
Güeyu Mar Chargrilled Octopus (Pulpo a la Brasa),26,Extra Virgin Olive Oil,octopus,Spain,Güeyu Mar,Yes,No,None,,,,159,5.6,No,Yes,No,No,No,No,No,No,No,None,1,500,22
Güeyu Mar Chargrilled Razor Clams,36,Olive Oil,razor clam,Spain,Güeyu Mar,Yes,No,None,,,6/8,150,5.29,No,Yes,No,No,No,No,No,No,No,None,1,500,22
Güeyu Mar Chargrilled Red Tuna Dark Loins (Lomo Negro de Atún),38,Extra Virgin Olive Oil,tuna,Spain,Güeyu Mar,Yes,No,None,,,,150,5.29,No,Yes,No,No,No,No,No,No,No,None,1,340,15
Güeyu Mar Chargrilled Red Tuna Neck (Morillo de Atún),66,Extra Virgin Olive Oil,tuna,Spain,Güeyu Mar,Yes,No,None,,,,150,5.29,No,Yes,No,No,No,No,No,No,No,None,1,340,15
Güeyu Mar Chargrilled Red Tuna Ventresca,48,Extra Virgin Olive Oil,tuna,Spain,Güeyu Mar,Yes,No,None,,,,150,5.3,No,Yes,No,No,No,No,No,No,No,None,1,340,15
Güeyu Mar Chargrilled Red Tuna White Loin (Lomo Blanco de Atún),38,Extra Virgin Olive Oil,tuna,Spain,Güeyu Mar,Yes,No,None,,,,150,5.29,No,Yes,No,No,No,No,No,No,No,None,1,340,15
Güeyu Mar Chargrilled Sardine Loins (Lomos de Sardinas),23,Extra Virgin Olive Oil,sardines,Spain,Güeyu Mar,Yes,No,None,No,No,Unstated,150,5.29,No,Yes,No,No,No,No,No,No,No,None,1,840,36
Güeyu Mar Chargrilled Sardine Loins in Escabeche (Lomos en Escabeche),20,Extra Virgin Olive Oil,sardines,Spain,Güeyu Mar,Yes,No,Escabeche,No,No,Unstated,150,5.29,No,Yes,No,No,No,No,No,No,No,None,?,?,?
Güeyu Mar Chargrilled Sardine Pâté,15,Extra Virgin Olive Oil,sardines,Spain,Güeyu Mar,Yes,No,None,,,,68,2.4,No,Yes,No,No,No,No,No,No,No,None,4,750,33
Güeyu Mar Chargrilled Sardine Tails,20,Olive Oil,sardines,Spain,Güeyu Mar,Yes,No,None,No,No,6,150,5.29,No,Yes,No,No,No,No,No,No,No,None,1,840,36
Güeyu Mar Chargrilled Sardine Tails in Escabeche (Colas en Escabeche),20,Extra Virgin Olive Oil,sardines,Spain,Güeyu Mar,Yes,No,Escabeche,No,No,6,150,5.29,No,Yes,No,No,No,No,No,No,No,None,1,760,33
Güeyu Mar Chargrilled Sardine Tails in Spicy Escabeche (Colas en Escabeche Picante),20,Extra Virgin Olive Oil,sardines,Spain,Güeyu Mar,Yes,No,Spiced/Spicy Escabeche,No,No,Unstated,150,5.3,No,Yes,No,No,Yes,No,No,No,No,None,1,760,33
